customer_unique_id,total_orders,total_spend,avg_order_value,avg_payment_installments,avg_review_score,category_diversity,recency_days,most_common_category,customer_city,customer_state,review_comment_message,total_orders_winsor,total_spend_winsor,avg_order_value_winsor,cluster
0005ef4cd20d2893f0d9fbd94d3c0d97,1,129.76,129.76,4.0,1.0,1,169,sports_leisure,sao luis,MA,Até o presente momento não recebi o produto e não entraram em contato comigo para dar alga satisfação e fazer o reembolso.,1,129.76,129.76,3
0012929d977a8d7280bb277c1e5f589d,1,155.65,155.65,1.0,1.0,1,315,watches_gifts,canoas,RS,Muito bom,1,155.65,155.65,3
0019da6aa6bcb27cc32f1249bd12da05,1,87.71,87.71,1.0,1.0,1,199,housewares,limeira,SP,"Sendo um produto de cerâmica, é frágil. Ao desembalar, já apresentava sinal de batida e trincas. Pedi devolução e estou aguardando contato. Necessário, além do plástico bolha, espuma na embalagem.",1,87.71,87.71,3
0023557a94bef0038066b5d1b3dc763e,1,107.44,107.44,2.0,3.0,1,153,auto,potirendaba,SP,Muito bom,1,107.44,107.44,3
0025795df7a7d077c4c90162fa820085,1,428.16,214.08,3.0,1.0,1,36,stationery,sao paulo,SP,"Não um telefone onde podemos falar sobre o deu errado, e por email não obtive resposta | Não um telefone onde podemos falar sobre o deu errado, e por email não obtive resposta",1,410.84875,214.08,3
002aba8c1af80acacef6e011f9f23262,1,217.74,217.74,3.0,1.0,1,183,construction_tools_construction,mangaratiba,RJ,Muito bom,1,217.74,217.74,3
002b4cd83fabaffaa475f78ea5ef3e08,1,64.42,64.42,1.0,2.0,1,574,fashion_bags_accessories,sao sebastiao do paraiso,MG,entregue corretamente,1,64.42,64.42,3
002feefec5af0a3b26ee7839c66d205e,1,77.57,77.57,1.0,1.0,1,304,garden_tools,rio de janeiro,RJ,"Comprei o produto, paguei frete e o mesmo se encontra no correio para eu buscar. Um absurdo! Paguei o frete para receber o produto em casa. ",1,77.57,77.57,3
00377a18050b898b93e2c774be9947db,1,65.78,65.78,1.0,2.0,1,277,health_beauty,cuiaba,MT,Muito bom,1,65.78,65.78,3
0049db44bfd6cee26ac9c649329ff6ea,1,218.08,109.04,1.0,2.0,1,540,furniture_decor,piracicaba,SP,Muito bom,1,218.08,109.04,3
00651d97d964127ccfc0e2e55464876d,1,23.72,23.72,1.0,1.0,1,183,auto,campinas,SP,"recebi o produto antes mesmo do prazo, porem o mesmo não funciona.",1,23.72,23.72,3
006a8c1784d622ebe06bab57e72ee045,1,66.64,66.64,1.0,2.0,1,276,garden_tools,rio de janeiro,RJ,Só recebi os 2 ventiladores. Não recebi pendente meia lua. ,1,66.64,66.64,3
00737247e3dc1942da2c527ef3bd2709,1,78.2,78.2,1.0,1.0,1,158,bed_bath_table,vespasiano,MG,"Já comprei vários produtos pelo site lannister.com e sempre recebi bem antes do previsto, este é o segundo tapete que compro, e assim como o outro chegou atrasado. No site não obtém o rastreamento.",1,78.2,78.2,3
007953b3182d5ccc9189a694f5c68163,1,112.08,112.08,2.0,1.0,1,500,cool_stuff,guarulhos,SP,"Muito demorado para enviar o produto, e que até agora não chegou.",1,112.08,112.08,3
007ba48697b079e78f168b051462dd1b,1,147.78,147.78,3.0,2.0,1,83,bed_bath_table,campos do jordao,SP,Muito bom,1,147.78,147.78,3
007e21b7a007c8f8dadfa43c9d5a91db,1,70.75,70.75,1.0,1.0,1,171,home_construction,rio de janeiro,RJ,Muito bom,1,70.75,70.75,3
009301957bc7714394865c44650d8060,1,93.78,93.78,3.0,2.0,1,432,perfumery,campinas,SP,"Passei o dia em casa, na noite fui ver o status da compra e tava que o carteiro não foi atendido, no dia seguinte já estava disponível pra ir buscar nos correios. 1 tentativa e depois correios?",1,93.78,93.78,3
0093aeb87eca387dd153f965aa10c060,1,149.69,149.69,2.0,2.0,1,280,cool_stuff,sao paulo,SP,Produto veio sujo e mal acabado,1,149.69,149.69,3
00970787f181925ba33bd32b3817f742,1,35.4,35.4,2.0,2.0,1,347,sports_leisure,rio de janeiro,RJ,Demorou mas entregou!,1,35.4,35.4,3
009e70fcdd4ea3769c73210414e73c64,1,49.69,49.69,1.0,2.0,1,436,baby,campanha,MG,"Recebi o número 44 
Meu pedido foi o número 43",1,49.69,49.69,3
009f647a455451d6c325bef96685e1c1,1,144.31,144.31,5.0,3.0,1,123,health_beauty,uberlandia,MG,Muito bom,1,144.31,144.31,3
00a1d0d7d91c17c634d6896ce10ce1c6,1,114.58,114.58,10.0,3.0,1,30,watches_gifts,fortaleza,CE,Muito bom,1,114.58,114.58,3
00a7d14cb10e11b7f7d65120a7e3942f,1,64.42,64.42,1.0,2.0,1,504,sports_leisure,sao paulo,SP,Muito bom,1,64.42,64.42,3
00aafcd186fbd5da867f9b8df04518aa,1,132.48,132.48,2.0,1.0,1,194,baby,bom jesus do itabapoana,RJ,Produto não foi entregue ,1,132.48,132.48,3
00b1b0f856eb804d554ceab3d8f1dc35,1,226.14,226.14,10.0,1.0,1,222,perfumery,brasilia,DF,"Falta o serum da Vichy, eu ainda não recebi",1,226.14,226.14,3
00b1d2492b4127598629f19a22a32be8,1,146.9,146.9,2.0,1.0,1,279,stationery,sao paulo,SP,"Ola,

Acabei adquirindo o produto incorretamente. Estou tentando contato com o revendedor para realizar a troca por creditos.
",1,146.9,146.9,3
00ba737b18a7996f68cb8a99556bedd4,1,282.28,141.14,4.0,1.0,1,413,perfumery,serra,ES,"Não recebi o produto, tive que buscar nos correios, e ao chegar lá, não havia produto, apenas um envelope com uma nota fiscal, estou aguardando solução. Saiam fora, não vale a pena. | Não recebi o produto, tive que buscar nos correios, e ao chegar lá, não havia produto, apenas um envelope com uma nota fiscal, estou aguardando solução. Saiam fora, não vale a pena.",1,282.28,141.14,3
00bab5c446ba511117719c775a3f78e8,1,45.07,45.07,1.0,2.0,1,227,bed_bath_table,guaruja,SP,Muito bom,1,45.07,45.07,3
00be1845d956d40218db17093f667764,1,68.66,34.33,2.0,1.0,1,277,garden_tools,salvador,BA,"Não posso classificar ainda, pois não recebí o produto...aguardando!! | Não posso classificar ainda, pois não recebí o produto...aguardando!!",1,68.66,34.33,3
00bfe974afd63b30ed282dc69892fb98,1,253.32,126.66,1.0,3.0,1,244,garden_tools,americana,SP,Muito bom,1,253.32,126.66,3
00c4d93157cffc73cb2459f52b89cee4,1,83.01,83.01,2.0,1.0,1,313,health_beauty,sao goncalo,RJ,Muito bom,1,83.01,83.01,3
00c916ff33b521444787ac76ac6b029d,1,85.14,85.14,3.0,1.0,1,262,toys,rio de janeiro,RJ,Não recebi o produto,1,85.14,85.14,3
00d1e5d82377766dac9f8dc4d4eaf4a8,1,284.0,142.0,1.0,1.0,1,146,perfumery,penapolis,SP,Recebi o xampu e não recebi o creme. | Recebi o xampu e não recebi o creme.,1,284.0,142.0,3
00d8411c0f5ee4e0a9b8900ea483680e,1,246.38,246.38,3.0,1.0,1,262,bed_bath_table,sarandi,PR,"Compramos a medida super king, mas foi entregue a king de medidas menores. A pessoa a qual presenteamos não quis trocar o produto.",1,246.38,246.38,3
00e336519abc0012c8711db2132467ac,1,128.45,128.45,1.0,2.0,1,136,bed_bath_table,itu,SP,Muito bom,1,128.45,128.45,3
00e57919b893c89f4d9eee8d06c41f6f,1,95.83,95.83,3.0,3.0,1,284,garden_tools,santo andre,SP,Muito bom,1,95.83,95.83,3
00e5dfd6ee7406a69b74c72795e6f354,1,44.09,44.09,2.0,3.0,1,241,baby,guarulhos,SP,A kunai e bem frágil na ponta ... Mas meu filho ficou bem feliz com esse presente ! ,1,44.09,44.09,3
00e67cd18afc92ef0196eb8cdf31fde0,1,45.2,45.2,1.0,1.0,1,273,fashion_bags_accessories,sao pedro da aldeia,RJ,Ate hoje não recebi .,1,45.2,45.2,3
00e91970e7fa706ece5b58bdb6344224,1,40.55,40.55,1.0,3.0,1,189,auto,teresopolis,RJ,Muito bom,1,40.55,40.55,3
0101da21926315ddd81d190e0ec40440,1,161.62,161.62,3.0,2.0,1,307,office_furniture,sao paulo,SP,"A base da cadeira veio quebrada. Podem me mandar outra base?
Fiquei aborrecido nem quero comprar mais pela internet
",1,161.62,161.62,3
01093ce2e3723bdb8de583346d76098c,1,48.72,48.72,3.0,3.0,1,162,computers_accessories,sao lourenco do sul,RS,Muito bom,1,48.72,48.72,3
010fea34d64c9fc635cebbe583f5104a,1,110.82,110.82,1.0,1.0,1,154,auto,boituva,SP,Totalmente fora do prazo. Não entregaram meu produto ainda!,1,110.82,110.82,3
01147fb2cf81b69cdcfdc1ac4c6fae7e,1,115.92,115.92,1.0,1.0,1,180,stationery,belo horizonte,MG,Produto não entregue.,1,115.92,115.92,3
011620d7c45f4d1599c68b2f19e4b73e,1,20.03,20.03,1.0,2.0,1,219,electronics,sao paulo,SP,Muito bom,1,20.03,20.03,3
0116dc6ddf277eb8413a0393cca11c32,1,53.7,53.7,1.0,1.0,1,345,bed_bath_table,belo horizonte,MG,Ainda não recomendaria pq não recebi o produto ,1,53.7,53.7,3
0117fb2675e2936a2e96dee22e8c992b,1,98.09,49.045,2.0,1.0,1,107,sports_leisure,juiz de fora,MG,A entrega ainda não foi efetuada.  | A entrega ainda não foi efetuada. ,1,98.09,49.045,3
0117fc67656c020dddef928c878ad5e3,1,78.8,78.8,7.0,2.0,1,46,perfumery,telemaco borba,PR,Muito bom,1,78.8,78.8,3
0125fb08af5c9dd55731090aafc63ac8,1,84.91,84.91,1.0,1.0,1,196,bed_bath_table,sao paulo,SP,"Não recebi meu produto, não recomendo lannister nem targaryen, duas empresas irresponsaveis, desonestas. Vou alertar quem eu puder para evitar serem enganados por vocês .",1,84.91,84.91,3
0129147743b7712da1c4a55a59d0fb16,1,50.01,50.01,1.0,1.0,1,183,stationery,rio de janeiro,RJ,Muito bom,1,50.01,50.01,3
0130be8e6677174b8184114f98c16b3c,1,119.39,119.39,2.0,1.0,1,503,toys,pelotas,RS,"O produto não foi entregue em minha residência, tendo eu, que disponibilizar de tempo para ir ao correio retirar o produto.

muito Obrigada.
Rosana",1,119.39,119.39,3
013523c76f4749da72a9ccc4a67cb234,1,47.82,47.82,1.0,1.0,1,350,stationery,camapua,MS,Foto mostra uma coisa o produto é outro como sempre,1,47.82,47.82,3
0137420de9b02a180c53e5bd64f14750,1,63.27,63.27,6.0,2.0,1,194,garden_tools,campinas,SP,Muito bom,1,63.27,63.27,3
013802b3b98584222c1280e654a655b1,1,133.67,133.67,1.0,1.0,1,104,musical_instruments,valenca,RJ,Muito bom,1,133.67,133.67,3
01413c132b54b9b7dfadc2ee71ef78c8,1,51.69,51.69,1.0,1.0,1,293,housewares,sao bento do una,PE,Muito bom,1,51.69,51.69,3
014593e48e9119391b9c70206fcadca8,1,150.87,150.87,2.0,2.0,1,341,office_furniture,araraquara,SP,"Alem de ultrapassar o prazo de entrega, uma das peças não encaixa",1,150.87,150.87,3
01462a1d33f1b303bead3ec1ae2c4f7e,1,142.71,142.71,8.0,3.0,1,50,housewares,areia,PB,O produto veio como pedi!,1,142.71,142.71,3
01512524d623f78040531c0d8e20a772,1,89.17,89.17,1.0,3.0,1,317,sports_leisure,curitiba,PR,Muito bom,1,89.17,89.17,3
0151bcc17b8ae63a495b6c9fe6f708a1,1,78.19,78.19,2.0,3.0,1,173,baby,sao paulo,SP,Muito bom,1,78.19,78.19,3
0152897024d0ddad70baafe17ed705f4,1,290.61,96.87,5.0,3.0,1,166,sports_leisure,sao paulo,SP,"Recomendo, pois o produto adquirido é muito lindo e com ótimo acabamento... masss... veio uma unidade com o vidro quebrado. E agora? Quem poderá resolver esse pequeno problema? Obrigado... :)) | Recomendo, pois o produto adquirido é muito lindo e com ótimo acabamento... masss... veio uma unidade com o vidro quebrado. E agora? Quem poderá resolver esse pequeno problema? Obrigado... :)) | Recomendo, pois o produto adquirido é muito lindo e com ótimo acabamento... masss... veio uma unidade com o vidro quebrado. E agora? Quem poderá resolver esse pequeno problema? Obrigado... :))",1,290.61,96.87,3
015546ec984c58044b2a1304f24193a7,1,95.31,95.31,1.0,3.0,1,211,toys,brasilia,DF,Só achei que o produto não superou minhas expectativas como a foto do site. Ursinho veio amassado. Poderiam ter caprichado na embalagem para não deformar o produto. ,1,95.31,95.31,3
015613e1b7c050cd2331d34076fce1c6,1,98.6,98.6,2.0,1.0,1,151,garden_tools,fortaleza,CE,"Comprei, esperei, esperei e até agora nada.
Ainda tenho esperança. Quem sabe houve algum problema que venha a ser resolvido.",1,98.6,98.6,3
01561f92006fd3ba8a8a4246b7f38101,1,293.36,73.34,1.0,1.0,1,322,garden_tools,sao paulo,SP,Muito bom,1,293.36,73.34,3
0156e3456c1959644b2da32c2cee358c,1,93.28,93.28,2.0,1.0,1,26,bed_bath_table,barra velha,SC,Fica difícil avAliar se ainda não recebi o produto ,1,93.28,93.28,3
015cd0b039aa3b36cf78f41d8f54e3d0,1,99.82,99.82,1.0,3.0,1,184,computers_accessories,petropolis,RJ,"mercadoria nao entregue por conta dos correios. Desde 09/03/2018 esta no deposito dos correios.
aguardo contato da empresa para tomar providencias",1,99.82,99.82,3
015f170c7abe45372b9f0414d901e71b,1,179.16,89.58,1.0,3.0,1,285,watches_gifts,salvador,BA,Bom  | Bom ,1,179.16,89.58,3
0161ede24e46b8e50ed493e5f8b3b305,1,85.14,85.14,1.0,2.0,1,266,sports_leisure,anapolis,GO,O produto veio sem manuai ensinando como montar.,1,85.14,85.14,3
01626676a41ff29901f7b42bc8e09dd8,1,269.64,89.88,1.0,2.0,1,173,electronics,salvador,BA,Fiz um compra de três produtos e só chegou dois o que vcs vão fazer. | Fiz um compra de três produtos e só chegou dois o que vcs vão fazer. | Fiz um compra de três produtos e só chegou dois o que vcs vão fazer.,1,269.64,89.88,3
016a528e7cb02b29de37ea55cf89b9d1,1,39.28,39.28,1.0,1.0,1,262,electronics,paragominas,PA,"o produto chegou quebrado e com marcadas de já ser usado, estou tentando fazer a troca e não to conseguindo",1,39.28,39.28,3
016ac660c79288138b5d6d3570eadc9d,1,88.72,88.72,1.0,1.0,1,265,toys,rio de janeiro,RJ,"Pedido cancelado antes da emissão da nota fiscal, pago a vista. Vário protocolos solicitando o vale é nada resolvido. Fiquei sem o produto é sem meu dinheiro. Fui lesado.",1,88.72,88.72,3
01769144da2a7ea21cc6163452b5824d,1,68.13,68.13,6.0,1.0,1,170,sports_leisure,palmeira,SC,Pedimos o produto Vita Complex para homem e veio para mulher. Não solicitei a troca para evitar transtornos. Mas fiquei bem frustada com a falta de cuidado e responsabilidade por parte da empresa. ,1,68.13,68.13,3
0177c9c4715fe173b9c26fdd95a94579,1,127.14,127.14,1.0,1.0,1,276,computers_accessories,itapolis,SP,"o produto veio quebrado ,,, quero devolver",1,127.14,127.14,3
017c4e59e1a95482f32f65e03a46af95,1,82.92,82.92,8.0,1.0,1,104,sports_leisure,bertioga,SP,"Recebi produto errado à uma semana. Aceitei mas o valor do produto entregue é menor. Pedi reembolso mas até agora nada, faz 9 dias já",1,82.92,82.92,3
01886ef98f995e4f2dd75a1d04c97397,2,75.31,37.655,2.0,3.0,1,172,health_beauty,sao paulo,SP,Muito bom,1,75.31,37.655,3
0189955e61056a22dd6e7cb03603a149,1,111.81,111.81,1.0,2.0,1,446,housewares,belo horizonte,MG,"Já tenho experiência com outro esfregão.
Esta marca de produto eu não recomendaria, pois a trava do esfregão é muito dura e não funciona direito.
",1,111.81,111.81,3
018c9bbd7d61c91f2abf3cd77b5010ad,1,92.69,92.69,1.0,3.0,1,226,computers_accessories,ribeirao pires,SP,"Poderia ser mais rápido. Todo mundo quer vender via internet, mas, a maioria peca no prazo de entrega. Não tem justificativa para demorar tanto tempo.",1,92.69,92.69,3
018ca9b2c9f793a0e43e75d6a3eca86a,1,113.8,113.8,3.0,3.0,1,209,sports_leisure,vila velha,ES,Muito bom,1,113.8,113.8,3
018d9881368d5098100c2430b8ed8bdd,1,50.1,50.1,1.0,1.0,1,188,bed_bath_table,rio de janeiro,RJ,Mias de 1 mês após a compra ainda não recebi o produto. Solicito devolução do valor pago.,1,50.1,50.1,3
0195b599954bfa2cfac327dd3b35a877,1,182.1,182.1,8.0,1.0,1,131,bed_bath_table,porto alegre,RS,Meu pedido não foi entregue.... Gostaria de maiores informações,1,182.1,182.1,3
0197bf8828afdb5ef6a6f7446a52607e,1,173.72,173.72,4.0,1.0,1,336,bed_bath_table,sao paulo,SP,"Recebi, porém o tamanho veio menor e ainda tive que ir até os correios retirar pois não entregaram na minha casa, além disso a cor é bem mais escura do que consta no site.",1,173.72,173.72,3
01a8574d68d5a495ebe94a4790f6fe34,1,134.58,134.58,4.0,1.0,1,276,auto,belo horizonte,MG,O descrição do do produto no site .sobre o tamanho não confere com produto recebido....muito pequena .....,1,134.58,134.58,3
01b51b6ca4757ff714f2a54043e5c7b4,1,142.92,142.92,2.0,2.0,1,232,stationery,braganca paulista,SP,"Não tinha as medidas da mochila no site, acabei comprando uma pequena demais. Sugiro colocar as medidas estampadas.",1,142.92,142.92,3
