customer_unique_id,total_orders,total_spend,avg_order_value,avg_payment_installments,avg_review_score,category_diversity,recency_days,most_common_category,customer_city,customer_state,review_comment_message,total_orders_winsor,total_spend_winsor,avg_order_value_winsor,cluster
0000f46a3911fa3c0805444483337064,1,86.22,86.22,8.0,3.0,1,536,stationery,sao jose,SC,Muito bom,1,86.22,86.22,4
0000f6ccb0745a6a4b88665a16c9f078,1,43.62,43.62,4.0,4.0,1,320,telephony,belem,PA,Bom vendedor,1,43.62,43.62,4
0005e1862207bf6ccc02e4228effd9a0,1,150.12,150.12,3.0,4.0,1,542,fashion_bags_accessories,teresopolis,RJ,Muito bom,1,150.12,150.12,4
0006fdc98a402fceb4eb0ee528f6a8d4,1,29.0,29.0,2.0,3.0,1,407,bed_bath_table,mimoso do sul,ES,só achei que a altura da saia poderia ser maior,1,29.0,29.0,4
00082cbe03e478190aadbea78542e933,1,126.26,126.26,1.0,5.0,1,282,luggage_accessories,itapeva,SP,Muito bom,1,126.26,126.26,4
000a5ad9c4601d2bbdd9ed765d5213b3,1,91.28,91.28,3.0,4.0,1,383,health_beauty,porto alegre,RS,Muito bom,1,91.28,91.28,4
000bfa1d2f1a41876493be685390d6d3,1,93.7,46.85,4.0,4.5,1,334,fashion_bags_accessories,santos,SP,"Tem que retirar nos correios, muito incômodo",1,93.7,46.85,4
00115fc7123b5310cf6d3a3aa932699e,1,76.11,76.11,1.0,4.0,1,584,sports_leisure,brasilia,DF,Muito bom,1,76.11,76.11,4
0011857aff0e5871ce5eb429f21cdaf5,1,192.83,192.83,3.0,5.0,1,427,luggage_accessories,santo andre,SP,Entregue bem antes do prazo.. Super recomendo!!!,1,192.83,192.83,4
0011c98589159d6149979563c504cb21,1,117.94,117.94,5.0,5.0,1,389,small_appliances,campos altos,MG,Adoro comprar na lannister. Entrega super rápida. Recomendo.,1,117.94,117.94,4
00191a9719ef48ebb5860b130347bf33,1,58.86,58.86,2.0,3.0,1,497,bed_bath_table,jarinu,SP,Muito bom,1,58.86,58.86,4
001a2bf0e46c684031af91fb2bce149d,1,36.73,36.73,1.0,4.0,1,425,housewares,sao paulo,SP,Muito bom,1,36.73,36.73,4
001f3c4211216384d5fe59b041ce1461,1,35.84,35.84,3.0,3.0,1,527,housewares,sao paulo,SP,Muito bom,1,35.84,35.84,4
002d71b244beb91ca7030b15ab526446,1,130.56,130.56,1.0,5.0,1,463,books_general_interest,santa cruz do rio pardo,SP,entregue antes do prazo,1,130.56,130.56,4
002eb8b96288f3804e21d2777ac29895,1,137.99,137.99,6.0,5.0,1,403,health_beauty,betim,MG,Muito bom,1,137.99,137.99,4
003035f5ec76f2220098377482de93c9,1,62.47,62.47,3.0,5.0,1,365,consoles_games,divinopolis,MG,Muito bom,1,62.47,62.47,4
00324c9f4d710e7bac5c5ba679714430,1,109.78,54.89,4.0,5.0,1,433,housewares,paraiso do tocantins,TO,Muito bom,1,109.78,54.89,4
0032c76b20340da25249092a268ce66c,1,144.94,144.94,1.0,4.0,1,692,toys,charqueada,SP,"gostei do preço, e um produto com selo do Inmetro pra criança 1 á 4 anos. ",1,144.94,144.94,4
0036a074f98b80c4f1fc33dbbcf9c552,1,42.62,42.62,1.0,5.0,1,474,housewares,santa rosa,RS,OTIMO PRODUTO,1,42.62,42.62,4
0037d2bbb9ebc39d9114aea27ee16d72,1,143.73,143.73,1.0,5.0,1,520,furniture_decor,sao paulo,SP,"Não tenho nada a reclamar, os dois produtos que eu comprei de vocês estão entregues dentro do prazo. ",1,143.73,143.73,4
003e28cb6fab8a0901bff9229612375f,1,137.26,137.26,1.0,5.0,1,534,toys,curitiba,PR,Muito bom,1,137.26,137.26,4
003f4901fdb60ae9c1e2538b84c208e1,1,162.79,162.79,2.0,5.0,0,282,bed_bath_table,brasilia,DF,Chegou muito rápido ,1,162.79,162.79,4
0042dcca0ae57aaec6e808edc31a2d48,1,85.04,85.04,3.0,4.0,1,270,health_beauty,maceio,AL,Muito bom,1,85.04,85.04,4
0043d65f8039b4a4d43bc7b0f450ac2c,1,64.42,64.42,3.0,5.0,1,496,bed_bath_table,belo horizonte,MG,Muito bom,1,64.42,64.42,4
