customer_unique_id,total_orders,total_spend,avg_order_value,avg_payment_installments,avg_review_score,category_diversity,recency_days,most_common_category,customer_city,customer_state,review_comment_message,total_orders_winsor,total_spend_winsor,avg_order_value_winsor,cluster
0004aac84e0df4da2b147fca70cf8255,1,196.89,196.89,6.0,5.0,1,287,telephony,sorocaba,SP,Muito bom,1,196.89,196.89,0
0004bd2a26a76fe21f786e4fbd80607f,1,166.98,166.98,8.0,4.0,1,145,garden_tools,sao paulo,SP,Muito bom,1,166.98,166.98,0
00053a61a98854899e70ed204dd4bafe,1,838.36,419.18,3.0,1.0,1,182,sports_leisure,curitiba,PR,"Olá! Comprei dois potes de whey e chegou apenas um! Não consigo rastrear o outro, pois os dois constam no mesmo número do pedido. E a nota fiscal emitida também consta como sendo dos dois produtos.  | Olá! Comprei dois potes de whey e chegou apenas um! Não consigo rastrear o outro, pois os dois constam no mesmo número do pedido. E a nota fiscal emitida também consta como sendo dos dois produtos. ",1,410.84875,345.73,0
000de6019bb59f34c099a907c151d855,1,514.88,257.44,4.0,2.0,1,376,bed_bath_table,sao sebastiao,SP,A loja recomendo mas não o produto que escolhi. Desejo ser ressarcido. Lençol de sétimo áspero só de por aí mão nem tirei da embalagem.  | A loja recomendo mas não o produto que escolhi. Desejo ser ressarcido. Lençol de sétimo áspero só de por aí mão nem tirei da embalagem. ,1,410.84875,257.44,0
0010a452c6d13139e50b57f19f52e04e,1,325.93,325.93,10.0,1.0,1,414,home_confort,taquara,RS,Ainda não abri a embalagem! ,1,325.93,325.93,0
001147e649a7b1afd577e873841632dd,1,424.32,212.16,1.0,4.0,1,362,housewares,maringa,PR,Muito bom,1,410.84875,212.16,0
0011805441c0d1b68b48002f1d005526,1,297.14,297.14,10.0,3.0,1,492,computers_accessories,goianesia do para,PA,Muito bom,1,297.14,297.14,0
002043098f10ba39a4600b6c52fbfe3c,1,237.81,237.81,4.0,4.0,1,520,office_furniture,aracaju,SE,Muito bom,1,237.81,237.81,0
0028a7d8db7b0247652509358ad8d755,1,354.87,177.435,1.0,3.0,1,258,office_furniture,valinhos,SP,Muito bom,1,354.87,177.435,0
00293787e2aec37a9c253b63fdfe2049,1,515.74,257.87,1.0,3.0,1,306,health_beauty,rio de janeiro,RJ,Comprei 2 produtos na loja e só recebi 1 estou aguardando o outro produto. Confesso que não entendi | Comprei 2 produtos na loja e só recebi 1 estou aguardando o outro produto. Confesso que não entendi,1,410.84875,257.87,0
